ANO,PAIS,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,CANTIDAD_REGISTROS
2012,PARAGUAY,ESPAÑOL,FAUSTO S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
2012,PARAGUAY,ESPAÑOL,MARBEN EDITORA Y GRAFICA S.A,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PARAGUAY,ESPAÑOL,MARBEN EDITORA Y GRAFICA S.A,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2012,PARAGUAY,ESPAÑOL,SERVILIBRO S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,44.0
2012,PARAGUAY,GUARANI,EDITORIAL JOPOI TRADUCCIONES,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PARAGUAY,GUARANI,TERECIO SILVA BARRIOS,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PARAGUAY,MULTILINGÜE,SERVILIBRO S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ESPAÑOL,"ATUNCAR MENDOZA, PERCY DANIEL",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ESPAÑOL,CARVAYO E.I.R.L.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2012,PERÚ,ESPAÑOL,CENTRO DE ESTUDIOS TEOLOGICOS DE LA AMAZONIA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ESPAÑOL,COLMENA EDITORES S.A.C.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ESPAÑOL,CUSCO GRAPH S.A.C.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2012,PERÚ,ESPAÑOL,"DE LOS HEROS GAMERO, LUIS RAUL",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ESPAÑOL,"DE ROMANA BENSON, XAVIER INIGO",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2012,PERÚ,ESPAÑOL,"DELGADO DE LA FLOR MORALES, LUIS RAMIRO",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ESPAÑOL,DIDAKTIS M. WALDER SERVICIOS E.I.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ESPAÑOL,EBISA EDICIONES DE NELSON CHUQUIZUTA V.,870 - LITERATURAS LATINAS E ITALIANAS,1.0
2012,PERÚ,ESPAÑOL,EBISA EDICIONES DE NELSON CHUQUIZUTA V.,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
2012,PERÚ,ESPAÑOL,EDICIONES EL LECTOR S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ESPAÑOL,"EDICIONES MARIBELINA, CASA DEL POETA PERUANO",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ESPAÑOL,EDITORA VUK S.A.C.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ESPAÑOL,GRUPO DE TRABAJO RACIMOS DE UNGURAHUI,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ESPAÑOL,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ESPAÑOL,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2012,PERÚ,ESPAÑOL,GRUPO PLANETA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2012,PERÚ,ESPAÑOL,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,3.0
2012,PERÚ,ESPAÑOL,GRUPO SANTILLANA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ESPAÑOL,GRUPO SANTILLANA,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2012,PERÚ,ESPAÑOL,MUNICIPALIDAD DE LA VICTORIA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ESPAÑOL,"PALERO VALDIVIA, BENIGNO RODOLFO",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2012,PERÚ,ESPAÑOL,PASACALLE E.I.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ESPAÑOL,SEPTIEMBRE S.A.C.,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2012,PERÚ,ESPAÑOL,UNIVERSIDAD RICARDO PALMA,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2012,PERÚ,ESPAÑOL,"VASQUEZ SALDANA, DARIO",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,INGLÉS,"CASTANEDA TIRADO, LUIS MARTIN",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,INGLÉS,"SEE AURICH, CARLA",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ITALIANO,"CASTANEDA TIRADO, LUIS MARTIN",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,ITALIANO,LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
2012,PERÚ,MULTILINGÜE,CAPACITA-T PERU S.A.C.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,MULTILINGÜE,CENTRO DE ESTUDIOS TEOLOGICOS DE LA AMAZONIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2012,PERÚ,MULTILINGÜE,COLMENA EDITORES S.A.C.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,MULTILINGÜE,EDICIONES DEL HIPOCAMPO S.A.C.,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2012,PERÚ,MULTILINGÜE,ENTIDAD PRIVADA NO EDITORIAL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2012,PERÚ,MULTILINGÜE,INSTITUTO CULTURAL PERUANO NORTEAMERICANO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,MULTILINGÜE,JAIME CAMPODONICO / EDITOR S.R.L.,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2012,PERÚ,MULTILINGÜE,LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
2012,PERÚ,MULTILINGÜE,MAGREB PRODUCCIONES S.A.C.,800 - LITERATURA Y RETÓRICA: GENERAL,6.0
2012,PERÚ,MULTILINGÜE,UNIVERSIDAD CATOLICA SEDES SAPIENTIAE,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,PERÚ,PORTUGUÉS,LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
2012,REPÚBLICA DOMINICANA,ESPAÑOL,ALFAGUARA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2012,REPÚBLICA DOMINICANA,ESPAÑOL,ANGELES DE FIERRO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,REPÚBLICA DOMINICANA,ESPAÑOL,EDICIONES DEL CIELONARANJA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,REPÚBLICA DOMINICANA,ESPAÑOL,"EDITORA BUHO, S.R.L.",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2012,REPÚBLICA DOMINICANA,ESPAÑOL,"EDITORA HANNOVER, EIRL",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2012,REPÚBLICA DOMINICANA,ESPAÑOL,EDITORIAL SANTUARIO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2012,REPÚBLICA DOMINICANA,ESPAÑOL,GRUPO SANTILLANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2012,REPÚBLICA DOMINICANA,INGLÉS,FUNDACION GLOBAL DEMOCRACIA Y DESARROLLO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,REPÚBLICA DOMINICANA,INGLÉS,GRUPO SANTILLANA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,REPÚBLICA DOMINICANA,MULTILINGÜE,"VENTURA DILONE, ABEL ANTONIO",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,URUGUAY,ESPAÑOL,ARQUETIPO GRUPO EDITORIAL,800 - LITERATURA Y RETÓRICA: GENERAL,26.0
2012,URUGUAY,ESPAÑOL,AURORA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,URUGUAY,ESPAÑOL,CADIEX INTERNACIONAL,800 - LITERATURA Y RETÓRICA: GENERAL,7.0
2012,URUGUAY,ESPAÑOL,EDICIONES CRUZ DEL SUR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2012,URUGUAY,ESPAÑOL,EDICIONES DE LA BANDA ORIENTAL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2012,URUGUAY,ESPAÑOL,EL AUTOR,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2012,URUGUAY,ESPAÑOL,FANELCOR,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,URUGUAY,ESPAÑOL,FLOR NEGRA EDICIONES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2012,URUGUAY,ESPAÑOL,GRUPO SANTILLANA,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2012,URUGUAY,ESPAÑOL,GRUPO SANTILLANA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2012,URUGUAY,ESPAÑOL,GRUPO SANTILLANA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2.0
2012,URUGUAY,ESPAÑOL,GRUPO SANTILLANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2012,URUGUAY,ESPAÑOL,GRUPO SANTILLANA,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2012,URUGUAY,ESPAÑOL,LATINBOOKS INTERNATIONAL,800 - LITERATURA Y RETÓRICA: GENERAL,42.0
2012,URUGUAY,ESPAÑOL,LETRAENE EDICIONES,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,URUGUAY,ESPAÑOL,YAUGURU,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
2012,URUGUAY,INGLÉS,EDITORIAL SUDAMERICANA,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2012,URUGUAY,MULTILINGÜE,BOTELLA AL MAR,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2012,URUGUAY,MULTILINGÜE,EDICIONES DE LA BANDA ORIENTAL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2012,URUGUAY,MULTILINGÜE,EDITORIAL CAMPANA DE PAPEL,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
2012,URUGUAY,MULTILINGÜE,EL AUTOR,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2012,URUGUAY,MULTILINGÜE,YAUGURU,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2012,URUGUAY,MULTILINGÜE,ZONA EDITORIAL,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,VENEZUELA,ESPAÑOL,CAMELIA EDICIONES,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,VENEZUELA,ESPAÑOL,EDICIONES EKARE,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2012,VENEZUELA,ESPAÑOL,EDITORIAL LIVROSCA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,VENEZUELA,ESPAÑOL,FONDO EDITORIAL DEL CARIBE,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2012,VENEZUELA,ESPAÑOL,FUNDACION EDITORIAL EL PERRO Y LA RANA- MINISTERIO DE LA CULTURA,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
2012,VENEZUELA,ESPAÑOL,"IMPORTADORA Y COMERCIALIZADORA KAROLINGCHANTILLY, C.A.",800 - LITERATURA Y RETÓRICA: GENERAL,20.0
2012,VENEZUELA,ESPAÑOL,MONTE AVILA EDITORES LATINOAMERICANA,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2012,VENEZUELA,ESPAÑOL,"SOCORRO ANEZ, LUIS FELIPE",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,VENEZUELA,INGLÉS,"MEDINA PINEDA, MARIA GABRIELA",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,VENEZUELA,MULTILINGÜE,EL OTRO EL MISMO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2012,VENEZUELA,MULTILINGÜE,FONDO EDITORIAL FUNDARTE,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2012,VENEZUELA,MULTILINGÜE,"MEDINA PINEDA, MARIA GABRIELA",800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2012,VENEZUELA,MULTILINGÜE,MONTE AVILA EDITORES LATINOAMERICANA,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2013,ARGENTINA,SIN IDENTIFICAR,ADRIANA HIDALGO EDITORA,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2013,ARGENTINA,SIN IDENTIFICAR,ADRIANA HIDALGO EDITORA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2013,ARGENTINA,SIN IDENTIFICAR,"AGUILAR, ALTEA, TAURUS, ALFAGUARA S.A. DE EDIC.",810 - LITERATURA AMERICANA EN INGLÉS,2.0
2013,ARGENTINA,SIN IDENTIFICAR,"AGUILAR, ALTEA, TAURUS, ALFAGUARA S.A. DE EDIC.",820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
2013,ARGENTINA,SIN IDENTIFICAR,"AGUILAR, ALTEA, TAURUS, ALFAGUARA S.A. DE EDIC.","850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2013,ARGENTINA,SIN IDENTIFICAR,"AGUILAR, ALTEA, TAURUS, ALFAGUARA S.A. DE EDIC.",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,11.0
2013,ARGENTINA,SIN IDENTIFICAR,"AGUILAR, ALTEA, TAURUS, ALFAGUARA S.A. DE EDIC.",890 - LITERATURAS DE OTRAS LENGUAS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,"AGUIRRE, MARIA BELEN",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,ALFAOMEGA GRUPO EDITOR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,ASUNTO IMPRESO S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2013,ARGENTINA,SIN IDENTIFICAR,CATAPULTA CHILDREN ENTERTAINMENT S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
2013,ARGENTINA,SIN IDENTIFICAR,"CERRUTTI CAROL, NAHUEL","850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2.0
2013,ARGENTINA,SIN IDENTIFICAR,"CONELLY, DAMIAN JAVIER",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,"CRISTOFARO, SALVADOR",810 - LITERATURA AMERICANA EN INGLÉS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,"CRISTOFARO, SALVADOR",830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,CYPRES S.A.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
2013,ARGENTINA,SIN IDENTIFICAR,DEDALUS EDITORES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
2013,ARGENTINA,SIN IDENTIFICAR,DEDALUS EDITORES,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2013,ARGENTINA,SIN IDENTIFICAR,DEDALUS EDITORES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,DOS TINTAS S.A.,810 - LITERATURA AMERICANA EN INGLÉS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,EDHASA S.A.,810 - LITERATURA AMERICANA EN INGLÉS,2.0
2013,ARGENTINA,SIN IDENTIFICAR,EDHASA S.A.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,7.0
2013,ARGENTINA,SIN IDENTIFICAR,EDHASA S.A.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2.0
2013,ARGENTINA,SIN IDENTIFICAR,EDHASA S.A.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2013,ARGENTINA,SIN IDENTIFICAR,EDICIONES COLIHUE S.R.L.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,EDICIONES CONTINENTE S.R.L.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
2013,ARGENTINA,SIN IDENTIFICAR,EDICIONES CONTINENTE S.R.L.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
2013,ARGENTINA,SIN IDENTIFICAR,EDICIONES CONTINENTE S.R.L.,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,EDICIONES CORREGIDOR,810 - LITERATURA AMERICANA EN INGLÉS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,EDICIONES CORREGIDOR,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
2013,ARGENTINA,SIN IDENTIFICAR,EDICIONES CORREGIDOR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
2013,ARGENTINA,SIN IDENTIFICAR,EDICIONES LEA,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2013,ARGENTINA,SIN IDENTIFICAR,EDICIONES MANANTIAL S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2013,ARGENTINA,SIN IDENTIFICAR,EDICIONES MANANTIAL S.R.L.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,EDICIONES MANANTIAL S.R.L.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
2013,ARGENTINA,SIN IDENTIFICAR,EDITORIAL ESTRADA S.A.,810 - LITERATURA AMERICANA EN INGLÉS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,EDITORIAL ESTRADA S.A.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
2013,ARGENTINA,SIN IDENTIFICAR,EDITORIAL GUADAL,800 - LITERATURA Y RETÓRICA: GENERAL,10.0
2013,ARGENTINA,SIN IDENTIFICAR,EDITORIAL GUADAL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
2013,ARGENTINA,SIN IDENTIFICAR,EDITORIAL HELIASTA S.R.L.,810 - LITERATURA AMERICANA EN INGLÉS,4.0
2013,ARGENTINA,SIN IDENTIFICAR,EDITORIAL HELIASTA S.R.L.,840 - LITERATURA DE LAS LENGUAS ROMANCES,4.0
2013,ARGENTINA,SIN IDENTIFICAR,EDITORIAL HELIASTA S.R.L.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,EDITORIAL PUERTO DE PALOS S.A.,810 - LITERATURA AMERICANA EN INGLÉS,2.0
2013,ARGENTINA,SIN IDENTIFICAR,EDITORIAL PUERTO DE PALOS S.A.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
2013,ARGENTINA,SIN IDENTIFICAR,EDITORIAL PUERTO DE PALOS S.A.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,EDITORIAL PUERTO DE PALOS S.A.,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
2013,ARGENTINA,SIN IDENTIFICAR,EDITORIAL PUERTO DE PALOS S.A.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
2013,ARGENTINA,SIN IDENTIFICAR,EL CUENCO DE PLATA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,EL CUENCO DE PLATA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,ERIC GERMAN SCHIERLOH,810 - LITERATURA AMERICANA EN INGLÉS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,ERIC GERMAN SCHIERLOH,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,"ETCHECOPAR, MARIA DOLORES",810 - LITERATURA AMERICANA EN INGLÉS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,ETERNA CADENCIA EDICIONES,810 - LITERATURA AMERICANA EN INGLÉS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,ETERNA CADENCIA EDICIONES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,FONTAN IGUEL ANGEL,810 - LITERATURA AMERICANA EN INGLÉS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,FONTAN IGUEL ANGEL,840 - LITERATURA DE LAS LENGUAS ROMANCES,3.0
2013,ARGENTINA,SIN IDENTIFICAR,"FUMERO, NORMA NOEMI",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,FUNDACION EDUARDO F. COSTANTINI,810 - LITERATURA AMERICANA EN INGLÉS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,FUNDACION EDUARDO F. COSTANTINI,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,FUNDACION EDUARDO F. COSTANTINI,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,3.0
2013,ARGENTINA,SIN IDENTIFICAR,FUNDACION EDUARDO F. COSTANTINI,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2013,ARGENTINA,SIN IDENTIFICAR,FUNDACION GLADIUS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,"GARCIA, RUFINO",830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,GRADIFCO S.R.L.,810 - LITERATURA AMERICANA EN INGLÉS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,GRADIFCO S.R.L.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
2013,ARGENTINA,SIN IDENTIFICAR,GRADIFCO S.R.L.,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
2013,ARGENTINA,SIN IDENTIFICAR,GREGGO S.R.L.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,GRUPAL LOGISTICA Y DISTRIBUIDORA S.A.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,GRUPAL LOGISTICA Y DISTRIBUIDORA S.A.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",7.0
2013,ARGENTINA,SIN IDENTIFICAR,GRUPAL LOGISTICA Y DISTRIBUIDORA S.A.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,GRUPO ILHSA S.A.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,5.0
2013,ARGENTINA,SIN IDENTIFICAR,GRUPO ILHSA S.A.,840 - LITERATURA DE LAS LENGUAS ROMANCES,5.0
2013,ARGENTINA,SIN IDENTIFICAR,GRUPO ILHSA S.A.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2.0
2013,ARGENTINA,SIN IDENTIFICAR,GRUPO ILHSA S.A.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,5.0
2013,ARGENTINA,SIN IDENTIFICAR,GRUPO PAIDOS,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2013,ARGENTINA,SIN IDENTIFICAR,GRUPO PLANETA,810 - LITERATURA AMERICANA EN INGLÉS,23.0
2013,ARGENTINA,SIN IDENTIFICAR,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,8.0
2013,ARGENTINA,SIN IDENTIFICAR,GRUPO PLANETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,GRUPO PLANETA,840 - LITERATURA DE LAS LENGUAS ROMANCES,4.0
2013,ARGENTINA,SIN IDENTIFICAR,GRUPO PLANETA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2.0
2013,ARGENTINA,SIN IDENTIFICAR,GRUPO PLANETA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,9.0
2013,ARGENTINA,SIN IDENTIFICAR,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2013,ARGENTINA,SIN IDENTIFICAR,GRUPO SANTILLANA,810 - LITERATURA AMERICANA EN INGLÉS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,"HEIZER, DORA ELISA",830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,INTERZONA EDITORA S.A.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
2013,ARGENTINA,SIN IDENTIFICAR,INTERZONA EDITORA S.A.,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2013,ARGENTINA,SIN IDENTIFICAR,INTERZONA EDITORA S.A.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
2013,ARGENTINA,SIN IDENTIFICAR,JULIO ENRIQUE DE LA HOZ O'BYRNE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,LA BESTIA EQUILATERA S.R.L.,810 - LITERATURA AMERICANA EN INGLÉS,6.0
2013,ARGENTINA,SIN IDENTIFICAR,LA BESTIA EQUILATERA S.R.L.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,7.0
2013,ARGENTINA,SIN IDENTIFICAR,LA BESTIA EQUILATERA S.R.L.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,LA BESTIA EQUILATERA S.R.L.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",3.0
2013,ARGENTINA,SIN IDENTIFICAR,LA BESTIA EQUILATERA S.R.L.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,6.0
2013,ARGENTINA,SIN IDENTIFICAR,LA BRUJITA DE PAPEL S.A.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,LONGSELLER S.A.,810 - LITERATURA AMERICANA EN INGLÉS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,LONGSELLER S.A.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
2013,ARGENTINA,SIN IDENTIFICAR,LONGSELLER S.A.,840 - LITERATURA DE LAS LENGUAS ROMANCES,4.0
2013,ARGENTINA,SIN IDENTIFICAR,"LOPEZ WINNE, HERNAN",800 - LITERATURA Y RETÓRICA: GENERAL,2.0
