PAIS,ANO,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LIDIANE CARVALHO NUNES 00981143520,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LIVROS ILIMITADOS EDITORA E ASSESSORIA LTDA,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARIA IRACILDA GOMES CAVALCANTE BONIFACIO,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MONIQUE FONSECA CARVALHO 30899179800,2.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MORNINGSTAR EDITORA E LIVRARIA LTDA. - EIRELI,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,OTAVIO CAMPOS VASCONCELOS FAJARDO 09433489608,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SAMUEL DUARTE MARINI,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SARAU DAS LETRAS EDITORA,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SCORTECCI EDITORA,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SSP GRAFICA EDITORA LTDA,8.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,YANA MARULL DREWS 22794002864,2.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,NAZARETH AGUIAR PESSANHA TUNHOLI,1.0
BRASIL,2019,080 - COLECCIONES GENERALES,INSTITUTO PRESBITERIANO MACKENZIE,6.0
BRASIL,2019,080 - COLECCIONES GENERALES,UNIPRO EDITORA LTDA,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,ANA CAROLINA MARZZARI 03670209042,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,ANGELICA RIZZI FIGUEIRO,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,EMERITA ANDRADE RAMOS,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,PAGINAS EDITORA LTDA - ME,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,A2 COMUNICACAO E SERVICOS EDITORIAIS LTDA - ME,2.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AMAURI DA SILVA NOGUEIRA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BUZZ EDITORA LTDA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA BONECKER LTDA - ME,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA CIA DO EBOOK LTDA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA CIDADE VIVA LTDA-ME,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA LETRAVIVA IMPORTADORA E DISTRIBUIDORA DE LIVROS LTDA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PATUA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDUARDO GUILHERME DE CARVALHO 11683892836,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FARREL KAUTELY DE SOUZA SANTOS 11817473689,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FRASE E EFEITO ESTUDIO EDITORIAL LTDA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,IZABEL BATISTA MASCARENHAS DE SOUZA ME,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JOAO VANDERLEI DE MORAS JUNIOR 95726632591,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LITTERIS EDITORA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUIZA LEITE BRUNO LOBO,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARIA ALICE ROCHA AMORIM 29006066400,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MPMP - -EDITORA ALTERNATIVA LTDA-ME,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,O FIEL CARTEIRO EDITORA LTDA - ME,2.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,P & A GRAFICA E EDITORA LTDA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ROSENEIA DO ROCIO PRESTES HAUER02571432974,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SARAU DAS LETRAS EDITORA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SCORTECCI EDITORA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TATIELE DE SOUZA SILVA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAMPOLIM EDITORA E EVENTOS CULTURAIS EIRELLI - EPP,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,YANA MARULL DREWS 22794002864,1.0
BRASIL,2021,080 - COLECCIONES GENERALES,FALCONI EDITORA,3.0
BRASIL,2021,800 - LITERATURA Y RETÓRICA: GENERAL,ANA JULIA DE SOUZA MICADEI,1.0
BRASIL,2021,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA LIRE,3.0
BRASIL,2021,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA ROCCO,1.0
BRASIL,2021,800 - LITERATURA Y RETÓRICA: GENERAL,ORDEM DO GRAAL NA TERRA,1.0
BRASIL,2021,800 - LITERATURA Y RETÓRICA: GENERAL,ZMF EDITORA,1.0
BRASIL,2021,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",BIBLIOTECA ALTA CULTURA,1.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ASTROLABIO LTDA,1.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PE DE JAMBO,1.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO MOJO,1.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUCGRAF,1.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,NOVA FRONTEIRA,1.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PEDRO MENEZES COUTO DE OLIVEIRA,1.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VENETA,1.0
BRASIL,2021,890 - LITERATURAS DE OTRAS LENGUAS,BIBLIOTECA AZUL,1.0
BRASIL,2021,890 - LITERATURAS DE OTRAS LENGUAS,COMPANHIA DAS LETRAS,1.0
BRASIL,2021,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,2.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,ALETRIA,18.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,AMARCORD,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,CEDIC DO BRASIL,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,CLUBE DE AUTORES,3.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA CAXINGUELE,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA CORAGEM,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,GDB EDITORIAL,2.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,MARCIA KELLER ALVES,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,VALQUIRIA KOVALEVICH,1.0
BRASIL,2024,810 - LITERATURA AMERICANA EN INGLÉS,CULTURAL LIVROS E EDITORA,1.0
BRASIL,2024,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA WISH,1.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AMO! EDITORA,1.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AUTENTICA EDITORA,2.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA CABRIOLE,2.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FELIPE SCHIRATO DE PAULA E SILVA CORREIA,1.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GAPLA,1.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,HELAINE HADDAD SIMOES MACHADO,1.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JAMBO EDITORA,2.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUIS FERNANDO DE LIMA JUNIOR,1.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUMINA,1.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ODAYR EMILIO,2.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,OPERA EDITORIAL,1.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RENATA GOMES PIMENTEL PIMENTA,1.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TANA BALESDENT MOREANO,1.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEXT LAB,14.0
BRASIL,2024,890 - LITERATURAS DE OTRAS LENGUAS,CULTURAL LIVROS E EDITORA,1.0
BRASIL,2024,890 - LITERATURAS DE OTRAS LENGUAS,JOAQUIM BATISTA DE SOUZA,1.0
CHILE,2010,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL UNIVERSIDAD DE SANTIAGO DE CHILE,1.0
CHILE,2010,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TAJAMAR EDITORES LIMITADA,2.0
CHILE,2011,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO EDITORIAL NORMA,1.0
CHILE,2012,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES ESCAPARATE SPA,1.0
CHILE,2012,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PENGUIN RANDOM HOUSE,1.0
CHILE,2012,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TAJAMAR EDITORES LIMITADA,4.0
CHILE,2013,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA ZIG-ZAG,3.0
CHILE,2013,800 - LITERATURA Y RETÓRICA: GENERAL,RECREA LIBROS,2.0
CHILE,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL LA COPA ROTA S.A.,1.0
CHILE,2014,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO EDITORIAL NORMA,1.0
CHILE,2014,800 - LITERATURA Y RETÓRICA: GENERAL,LOM EDICIONES,1.0
CHILE,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LOM EDICIONES,1.0
CHILE,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TAJAMAR EDITORES LIMITADA,1.0
CHILE,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AUREA CATENA EDITORES LTDA.,1.0
CHILE,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES UNIVERSIDAD DIEGO PORTALES,1.0
CHILE,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL HUEDERS LIMITADA,1.0
CHILE,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TAJAMAR EDITORES LIMITADA,3.0
CHILE,2017,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA ZIG-ZAG,3.0
CHILE,2018,800 - LITERATURA Y RETÓRICA: GENERAL,GRAFITO SPA,1.0
CHILE,2018,800 - LITERATURA Y RETÓRICA: GENERAL,LIBERALIA EDICIONES LIMITADA,3.0
CHILE,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CUARTO PROPIO,1.0
CHILE,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES MIMESIS SPA,1.0
CHILE,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LIBROS DEL FUEGO SPA,2.0
CHILE,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LOM EDICIONES,1.0
CHILE,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MAGO EDITORES,1.0
CHILE,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UN PERRO NEGRO SPA - EDICIONES ASKASIS,1.0
CHILE,2019,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL HUEDERS LIMITADA,1.0
CHILE,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES TACITAS,1.0
CHILE,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LIBROS TADEYS,1.0
CHILE,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PEHUEN EDITORES S.A.,1.0
CHILE,2020,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA Y PRODUCTORA PLANETA SOSTENIBLE JUAN FRANCISCO BASCUNAN MUNOZ E.I.R.L.,1.0
CHILE,2020,800 - LITERATURA Y RETÓRICA: GENERAL,GRAFITO SPA,1.0
CHILE,2020,800 - LITERATURA Y RETÓRICA: GENERAL,OCHO LIBROS EDITORES SPA,1.0
CHILE,2020,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CHANCACAZO PUBLICACIONES SPA,1.0
CHILE,2020,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CUARTO PROPIO,1.0
CHILE,2020,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA Y PRODUCTORA PLANETA SOSTENIBLE JUAN FRANCISCO BASCUNAN MUNOZ E.I.R.L.,1.0
CHILE,2020,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TAJAMAR EDITORES LIMITADA,2.0
CHILE,2021,800 - LITERATURA Y RETÓRICA: GENERAL,CALIGRAFIX SPA,1.0
CHILE,2021,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES MIMESIS SPA,1.0
CHILE,2021,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL CLAUDIA ANDREA APABLAZA VALENZUELA E.I.R.L. - LOS LIBROS DE LA MUJER ROTA,1.0
CHILE,2021,800 - LITERATURA Y RETÓRICA: GENERAL,INVERSIONES LAFONTAINE LTDA. - ULLABOOKS,2.0
CHILE,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CHANCACAZO PUBLICACIONES SPA,1.0
CHILE,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES UNIVERSIDAD DIEGO PORTALES,1.0
CHILE,2022,800 - LITERATURA Y RETÓRICA: GENERAL,CALIGRAFIX SPA,1.0
CHILE,2022,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES LIBROS DEL CARDO EIRL,2.0
CHILE,2022,800 - LITERATURA Y RETÓRICA: GENERAL,ESCRITO CON TIZA,1.0
CHILE,2022,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LOM EDICIONES,1.0
CHILE,2022,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MAGO EDITORES,1.0
CHILE,2022,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PIRITA DISTRIBUCION EMILIANA PEREIRA E.I.R.L. - BISTURI 10,1.0
CHILE,2023,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL AMANUTA LIMITADA,1.0
CHILE,2023,800 - LITERATURA Y RETÓRICA: GENERAL,ESCRITO CON TIZA,1.0
CHILE,2023,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SM,1.0
CHILE,2023,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES LIBROS DEL CARDO EIRL,2.0
CHILE,2023,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL ROLANDO ANDRES MARTINEZ TRABUCCO E.I.R.L. - EDITORIAL APARTE,1.0
CHILE,2024,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD DE LA SERENA,1.0
CHILE,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL HUEDERS LIMITADA,1.0
CHILE,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL UNIVERSIDAD DE SANTIAGO DE CHILE,2.0
CHILE,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LAUREL EDITORES S.A.,1.0
COLOMBIA,2010,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCACTIVA,2.0
COLOMBIA,2010,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,2.0
COLOMBIA,2010,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD EAFIT,1.0
COLOMBIA,2010,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDUCACTIVA,2.0
COLOMBIA,2010,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PENGUIN RANDOM HOUSE,1.0
COLOMBIA,2011,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCACTIVA,3.0
COLOMBIA,2011,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCAR EDITORES S.A.,1.0
COLOMBIA,2011,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,1.0
COLOMBIA,2011,800 - LITERATURA Y RETÓRICA: GENERAL,RICHMOND PUBLISHING,1.0
COLOMBIA,2011,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDUCACTIVA,1.0
COLOMBIA,2012,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,11.0
COLOMBIA,2012,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BABEL LIBROS S.A.S.,2.0
COLOMBIA,2012,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,1.0
COLOMBIA,2012,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,REY NARANJO EDITORES S.A.S,1.0
COLOMBIA,2013,800 - LITERATURA Y RETÓRICA: GENERAL,BABEL LIBROS S.A.S.,1.0
COLOMBIA,2013,800 - LITERATURA Y RETÓRICA: GENERAL,CANGREJO EDITORES LTDA.,1.0
COLOMBIA,2013,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCACTIVA,1.0
COLOMBIA,2013,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,2.0
COLOMBIA,2013,800 - LITERATURA Y RETÓRICA: GENERAL,INSTITUTO DISTRITAL DE LAS ARTES,1.0
COLOMBIA,2013,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,4.0
COLOMBIA,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BABEL LIBROS S.A.S.,2.0
COLOMBIA,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,1.0
COLOMBIA,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EL PEREGRINO EDICIONES SAS,1.0
COLOMBIA,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,7.0
COLOMBIA,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"HERNANDEZ ARBELAEZ, IVAN / FRAILEJON EDITORES",1.0
COLOMBIA,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO DISTRITAL DE LAS ARTES,1.0
COLOMBIA,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PENGUIN RANDOM HOUSE,2.0
COLOMBIA,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TALLER DE EDICION-ROCCA S.A.,8.0
COLOMBIA,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,3.0
COLOMBIA,2013,890 - LITERATURAS DE OTRAS LENGUAS,"RAMOS DE ECHANDIA, MARTHA ESPERANZA",2.0
COLOMBIA,2014,800 - LITERATURA Y RETÓRICA: GENERAL,INSTITUTO DISTRITAL DE LAS ARTES,1.0
COLOMBIA,2014,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,27.0
COLOMBIA,2014,800 - LITERATURA Y RETÓRICA: GENERAL,TALLER DE EDICION-ROCCA S.A.,1.0
COLOMBIA,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,1.0
COLOMBIA,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,8.0
COLOMBIA,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PENGUIN RANDOM HOUSE,1.0
COLOMBIA,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TALLER DE EDICION-ROCCA S.A.,1.0
COLOMBIA,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,1.0
COLOMBIA,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD DE ANTIOQUIA,1.0
COLOMBIA,2015,800 - LITERATURA Y RETÓRICA: GENERAL,BABEL LIBROS S.A.S.,2.0
COLOMBIA,2015,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,2.0
COLOMBIA,2015,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,6.0
COLOMBIA,2015,800 - LITERATURA Y RETÓRICA: GENERAL,RICHMOND PUBLISHING,3.0
COLOMBIA,2015,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD DE LOS ANDES,3.0
COLOMBIA,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BABEL LIBROS S.A.S.,1.0
COLOMBIA,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES BABEL S.A.S.,1.0
COLOMBIA,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,6.0
COLOMBIA,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"RAMOS DE ECHANDIA, MARTHA ESPERANZA",1.0
COLOMBIA,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TALLER DE EDICION-ROCCA S.A.,2.0
COLOMBIA,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TORRE GRAFICA LIMITADA,1.0
COLOMBIA,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,3.0
COLOMBIA,2016,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,4.0
COLOMBIA,2016,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,8.0
COLOMBIA,2016,800 - LITERATURA Y RETÓRICA: GENERAL,RICHMOND PUBLISHING,4.0
COLOMBIA,2016,800 - LITERATURA Y RETÓRICA: GENERAL,SUSAETA EDICIONES S.A.,2.0
COLOMBIA,2016,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD DE LOS ANDES,3.0
COLOMBIA,2016,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,TALLER DE EDICION-ROCCA S.A.,2.0
COLOMBIA,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,1.0
COLOMBIA,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,6.0
COLOMBIA,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PANAMERICANA LIBRERIA Y PAPELERIA,1.0
COLOMBIA,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,3.0
COLOMBIA,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD DE LOS ANDES,2.0
COLOMBIA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,EDUCACTIVA,2.0
COLOMBIA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,1.0
COLOMBIA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SM,1.0
COLOMBIA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,LA JAULA PUBLICACIONES S.A.S,1.0
COLOMBIA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,5.0
COLOMBIA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,1.0
COLOMBIA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,RICHMOND PUBLISHING,3.0
COLOMBIA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD INDUSTRIAL DE SANTANDER,1.0
COLOMBIA,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,1.0
COLOMBIA,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PANAMERICANA LIBRERIA Y PAPELERIA,1.0
COLOMBIA,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAGALUZ EDITORES S.A.S.,1.0
COLOMBIA,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD DE LOS ANDES,4.0
COLOMBIA,2018,800 - LITERATURA Y RETÓRICA: GENERAL,CANGREJO EDITORES LTDA.,3.0
COLOMBIA,2018,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES BABEL S.A.S.,1.0
COLOMBIA,2018,800 - LITERATURA Y RETÓRICA: GENERAL,FUNDACION LITERARIA EXILIO,1.0
COLOMBIA,2018,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SM,1.0
COLOMBIA,2018,800 - LITERATURA Y RETÓRICA: GENERAL,PANAMERICANA LIBRERIA Y PAPELERIA,3.0
COLOMBIA,2018,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,1.0
COLOMBIA,2018,800 - LITERATURA Y RETÓRICA: GENERAL,REY NARANJO EDITORES S.A.S,2.0
COLOMBIA,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"DIAZ CRUZ, JOHN AGUSTIN",1.0
COLOMBIA,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES VESTIGIO SAS,3.0
COLOMBIA,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,11.0
COLOMBIA,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO DISTRITAL DE LAS ARTES,2.0
COLOMBIA,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LIBROS DEL FUEGO SAS,2.0
