PAIS,ANO,IDIOMA.ESTANDARIZADO.COMPLETO,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
BRASIL,2021,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SEDIEL SILVA,1.0
BRASIL,2021,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SENADO FEDERAL,1.0
BRASIL,2021,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SONIA CRISTINA DE ABREU PESTANA,2.0
BRASIL,2021,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TESSERACTUM EDITORIAL,1.0
BRASIL,2021,INGLÉS,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,EDITORA MNEMA,1.0
BRASIL,2021,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA JAGUATIRICA,2.0
BRASIL,2021,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,ELIJHON SILVA DE SOUZA,1.0
BRASIL,2021,ITALIANO,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA UPBOOKS,1.0
BRASIL,2021,ITALIANO,810 - LITERATURA AMERICANA EN INGLÉS,UNIVERSO DOS LIVROS EDITORA,2.0
BRASIL,2021,ITALIANO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",COMPANHIA DAS LETRAS,1.0
BRASIL,2021,ITALIANO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",LAFONTE,3.0
BRASIL,2021,ITALIANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,IVAN SOUZA,1.0
BRASIL,2021,NEERLANDÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,BIBLIOTECA AZUL,1.0
BRASIL,2021,PORTUGUÉS,080 - COLECCIONES GENERALES,EDITORA EUROPA,2.0
BRASIL,2021,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,BIBLIOTECA ALTA CULTURA,1.0
BRASIL,2021,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,BOOKWIRE BRAZIL HOLDINGS LTDA,1.0
BRASIL,2021,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,CATAPULTA,1.0
BRASIL,2021,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,COMPANHIA DAS LETRAS,1.0
BRASIL,2021,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA ALUMBRE,1.0
BRASIL,2021,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA HOMEM ETERNO,1.0
BRASIL,2021,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA MELHORAMENTOS,1.0
BRASIL,2021,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA UPBOOKS,2.0
BRASIL,2021,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SM,2.0
BRASIL,2021,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,PANDA BOOKS,1.0
BRASIL,2021,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,PLATAFORMA21,2.0
BRASIL,2021,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,RED TAPIOCA,1.0
BRASIL,2021,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,RELICARIO,1.0
BRASIL,2021,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,SAGEN EDITORA,1.0
BRASIL,2021,PORTUGUÉS,810 - LITERATURA AMERICANA EN INGLÉS,BIBLIOTECA AZUL,2.0
BRASIL,2021,PORTUGUÉS,810 - LITERATURA AMERICANA EN INGLÉS,EDICOES BARBATANA,1.0
BRASIL,2021,PORTUGUÉS,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA ARQUEIRO LTDA,2.0
BRASIL,2021,PORTUGUÉS,810 - LITERATURA AMERICANA EN INGLÉS,GRUPO EDITORIAL RECORD,2.0
BRASIL,2021,PORTUGUÉS,810 - LITERATURA AMERICANA EN INGLÉS,GRYPHUS EDITORA,1.0
BRASIL,2021,PORTUGUÉS,810 - LITERATURA AMERICANA EN INGLÉS,HARPERCOLLINS BRASIL,1.0
BRASIL,2021,PORTUGUÉS,810 - LITERATURA AMERICANA EN INGLÉS,PLATAFORMA21,2.0
BRASIL,2021,PORTUGUÉS,810 - LITERATURA AMERICANA EN INGLÉS,UNIVERSO DOS LIVROS EDITORA,2.0
BRASIL,2021,PORTUGUÉS,810 - LITERATURA AMERICANA EN INGLÉS,VR EDITORA,2.0
BRASIL,2021,PORTUGUÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,BERTRAND BRASIL,1.0
BRASIL,2021,PORTUGUÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,BIBLIOTECA AZUL,2.0
BRASIL,2021,PORTUGUÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,CARTOLA EDITORA,2.0
BRASIL,2021,PORTUGUÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,DOUGLAS NASSIF CARDOSO,1.0
BRASIL,2021,PORTUGUÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA JOSE OLYMPIO,2.0
BRASIL,2021,PORTUGUÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA UPBOOKS,1.0
BRASIL,2021,PORTUGUÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,LIVRARIAS FAMILIA CRISTA,2.0
BRASIL,2021,PORTUGUÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PEDRAZUL EDITORA,1.0
BRASIL,2021,PORTUGUÉS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,BANDEIROLA EDITORA,1.0
BRASIL,2021,PORTUGUÉS,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITACUJA EDITORA LTDA,1.0
BRASIL,2021,PORTUGUÉS,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA NOS,1.0
BRASIL,2021,PORTUGUÉS,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORA SERRA AZUL,1.0
BRASIL,2021,PORTUGUÉS,840 - LITERATURA DE LAS LENGUAS ROMANCES,LIVRARIAS FAMILIA CRISTA,1.0
BRASIL,2021,PORTUGUÉS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",BIBLIOTECA ALTA CULTURA,1.0
BRASIL,2021,PORTUGUÉS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",BIBLIOTECA AZUL,1.0
BRASIL,2021,PORTUGUÉS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",MARCELO LOTUFO,1.0
BRASIL,2021,PORTUGUÉS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",VENTURA ARTES GRAFICAS LTDA,1.0
BRASIL,2021,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARTES & ECOS,1.0
BRASIL,2021,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ATELIE EDITORIAL,1.0
BRASIL,2021,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ANGEL,1.0
BRASIL,2021,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA KALANGO LTDA,1.0
BRASIL,2021,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ROCCO,1.0
BRASIL,2021,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EDITORIAL RECORD,3.0
BRASIL,2021,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PEDRO MENEZES COUTO DE OLIVEIRA,2.0
BRASIL,2021,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,T.G. ALBORNOZ NEVES & CIA LTDA.,1.0
BRASIL,2021,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VR EDITORA,2.0
BRASIL,2021,PORTUGUÉS,890 - LITERATURAS DE OTRAS LENGUAS,BERTRAND BRASIL,3.0
BRASIL,2021,PORTUGUÉS,890 - LITERATURAS DE OTRAS LENGUAS,BIBLIOTECA AZUL,1.0
BRASIL,2021,PORTUGUÉS,890 - LITERATURAS DE OTRAS LENGUAS,MAUAD EDITORA,1.0
BRASIL,2021,PORTUGUÉS,890 - LITERATURAS DE OTRAS LENGUAS,POMNITE BOOKS,1.0
BRASIL,2021,PORTUGUÉS,890 - LITERATURAS DE OTRAS LENGUAS,TRIA EDITORA,1.0
BRASIL,2021,PORTUGUÉS,890 - LITERATURAS DE OTRAS LENGUAS,VR EDITORA,2.0
BRASIL,2021,PORTUGUÉS,890 - LITERATURAS DE OTRAS LENGUAS,WEI EDITORA,1.0
BRASIL,2021,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,BIANCA BIZAIO SILVA,1.0
BRASIL,2021,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,BIBLIOTECA ALTA CULTURA,2.0
BRASIL,2021,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA MELHORAMENTOS,1.0
BRASIL,2021,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,HARLEQUIN,1.0
BRASIL,2021,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,JHENNIFER MEDINA CHAMARELLI GOULART,1.0
BRASIL,2021,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,JOAO VICTOR SANTIAGO ALVES,1.0
BRASIL,2021,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,LIVRARIAS FAMILIA CRISTA,1.0
BRASIL,2021,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,PAPEIS SELVAGENS EDICOES,1.0
BRASIL,2021,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,RELICARIO,1.0
BRASIL,2021,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,RILTON GONCALO BONFIM PRIMO,1.0
BRASIL,2021,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,ROGERIO PIETRO MAZZANTINI,1.0
BRASIL,2021,SIN IDENTIFICAR,810 - LITERATURA AMERICANA EN INGLÉS,UNIVERSO DOS LIVROS EDITORA,1.0
BRASIL,2021,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,HARPERCOLLINS BRASIL,1.0
BRASIL,2021,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,LIVRARIAS FAMILIA CRISTA,3.0
BRASIL,2021,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PANDORGA EDITORA E PRODUTORA LTDA,2.0
BRASIL,2021,SIN IDENTIFICAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,RED TAPIOCA,1.0
BRASIL,2021,SIN IDENTIFICAR,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,SEBO CLEPSIDRA,1.0
BRASIL,2021,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BERTRAND BRASIL,1.0
BRASIL,2021,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CLASS COMERCIO DE MOVEIS LTDA - ME,1.0
BRASIL,2021,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ITAPUCA,1.0
BRASIL,2021,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO MOJO,1.0
BRASIL,2021,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PEDRO MENEZES COUTO DE OLIVEIRA,3.0
BRASIL,2021,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SARAU DAS LETRAS EDITORA,1.0
BRASIL,2021,SIN IDENTIFICAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TESSERACTUM EDITORIAL,2.0
BRASIL,2021,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,BERTRAND BRASIL,1.0
BRASIL,2021,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,EDITACUJA EDITORA LTDA,1.0
BRASIL,2021,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,KAPULANA PUBLICACOES,1.0
BRASIL,2021,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,MORULA EDITORIAL,1.0
BRASIL,2021,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,SOL NEGRO EDICOES,1.0
BRASIL,2024,ALEMÁN,800 - LITERATURA Y RETÓRICA: GENERAL,VALQUIRIA KOVALEVICH,1.0
BRASIL,2024,ALEMÁN,840 - LITERATURA DE LAS LENGUAS ROMANCES,RAPHUS PRESS,1.0
BRASIL,2024,ALEMÁN,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JOANA CARNEIRO,1.0
BRASIL,2024,CHECO,800 - LITERATURA Y RETÓRICA: GENERAL,ROGERIO PIETRO MAZZANTINI,1.0
BRASIL,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ALETRIA,18.0
BRASIL,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,AMARCORD,1.0
BRASIL,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,CEDIC DO BRASIL,1.0
BRASIL,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,CLUBE DE AUTORES,3.0
BRASIL,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA CAXINGUELE,1.0
BRASIL,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA CORAGEM,1.0
BRASIL,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GDB EDITORIAL,2.0
BRASIL,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,MARCIA KELLER ALVES,1.0
BRASIL,2024,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,VALQUIRIA KOVALEVICH,1.0
BRASIL,2024,ESPAÑOL,810 - LITERATURA AMERICANA EN INGLÉS,CULTURAL LIVROS E EDITORA,1.0
BRASIL,2024,ESPAÑOL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA WISH,1.0
BRASIL,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AMO! EDITORA,1.0
BRASIL,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AUTENTICA EDITORA,2.0
BRASIL,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA CABRIOLE,2.0
BRASIL,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FELIPE SCHIRATO DE PAULA E SILVA CORREIA,1.0
BRASIL,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GAPLA,1.0
BRASIL,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,HELAINE HADDAD SIMOES MACHADO,1.0
BRASIL,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JAMBO EDITORA,2.0
BRASIL,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUIS FERNANDO DE LIMA JUNIOR,1.0
BRASIL,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUMINA,1.0
BRASIL,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ODAYR EMILIO,2.0
BRASIL,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,OPERA EDITORIAL,1.0
BRASIL,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RENATA GOMES PIMENTEL PIMENTA,1.0
BRASIL,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TANA BALESDENT MOREANO,1.0
BRASIL,2024,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEXT LAB,14.0
BRASIL,2024,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,CULTURAL LIVROS E EDITORA,1.0
BRASIL,2024,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,JOAQUIM BATISTA DE SOUZA,1.0
BRASIL,2024,FRANCÉS,800 - LITERATURA Y RETÓRICA: GENERAL,ALEXANDRE FANTOSSI,1.0
BRASIL,2024,FRANCÉS,800 - LITERATURA Y RETÓRICA: GENERAL,VALQUIRIA KOVALEVICH,1.0
BRASIL,2024,FRANCÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CLAUDIO VICENTE DA SILVA VICENTE DA SILVA,1.0
BRASIL,2024,FRANCÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DANIEL RODRIGUES DIAS,1.0
BRASIL,2024,FRANCÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JOANA CARNEIRO,1.0
BRASIL,2024,GALLEGO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JAMBO EDITORA,1.0
BRASIL,2024,GAÉLICO ESCOCÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRAFICA IMENORES,1.0
BRASIL,2024,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,AMARCORD,1.0
BRASIL,2024,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,ANA CLARA GALLI,1.0
BRASIL,2024,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,ARARINHA EDITORIAL,1.0
BRASIL,2024,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,BERTRAND BRASIL,1.0
BRASIL,2024,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,BRAS CUBAS PRESS,2.0
BRASIL,2024,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,BRUNA BONFIM BETIM,1.0
BRASIL,2024,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,CLUBE DE AUTORES,5.0
BRASIL,2024,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,COMPANHIA DAS LETRAS,1.0
BRASIL,2024,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA TRINITAS,1.0
BRASIL,2024,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,EREGINGA EDUCACAO,1.0
BRASIL,2024,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,ERIKA IVONE METZNER,1.0
BRASIL,2024,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,HARPERKIDS,1.0
BRASIL,2024,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,ORBTER BOOKS,1.0
BRASIL,2024,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,PAULO VINICIUS GOMES CERAVOLO,2.0
BRASIL,2024,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,VALQUIRIA KOVALEVICH,1.0
BRASIL,2024,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,VERUS EDITORA,2.0
BRASIL,2024,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,ALLBOOK EDITORA LTDA,1.0
BRASIL,2024,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,CAMILA CASSINS JORDAO,1.0
BRASIL,2024,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,COMPANHIA DAS LETRAS,1.0
BRASIL,2024,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,CULTURAL LIVROS E EDITORA,6.0
BRASIL,2024,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA ARQUEIRO LTDA,7.0
BRASIL,2024,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA CABANA VERMELHA,1.0
BRASIL,2024,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA INTRINSECA,4.0
BRASIL,2024,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,GRUPO EDITORIAL FIVE,13.0
BRASIL,2024,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,JOSE NUNES MONTES NETO,3.0
BRASIL,2024,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,LIVRO FALANTE,1.0
BRASIL,2024,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,NOVA FRONTEIRA,1.0
BRASIL,2024,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,THE GIFT BOX LTDA,1.0
BRASIL,2024,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,TRAMA EDITORA LTDA,1.0
BRASIL,2024,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),1.0
BRASIL,2024,INGLÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,AUTENTICA EDITORA,2.0
BRASIL,2024,INGLÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,CONSULTOR EDITORIAL,1.0
BRASIL,2024,INGLÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GUTENBERG,2.0
BRASIL,2024,INGLÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,HARPERCOLLINS BRASIL,1.0
BRASIL,2024,INGLÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,JAMBO EDITORA,1.0
BRASIL,2024,INGLÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,NOVA FRONTEIRA,2.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARONY LOPES,2.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CAROLINE DA SILVA SOARES,1.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CLUBE DE AUTORES,1.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DIGITAL.WS,1.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DOXA DIGITAL,1.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA E LIVRARIA CONTOS E ENCANTOS,1.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDUARDA TURI OLIVEIRA,2.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ERIC PELOGIA PIERI,3.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FRANCISCO DE SOUZA ESTEVES,1.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JAMBO EDITORA,1.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JOAO VICTOR DEITOS DOS SANTOS,1.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JOSE NUNES MONTES NETO,2.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LEABHAR BOOKS,13.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LENDARI(R) ENTERTAINMENT,5.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARCIO DIAS DOS SANTOS,1.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MICHEL LIMAS PASCHOAL,1.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PAULO HENRIQUE DE LIMA,1.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PHILIPI SCHNEIDER,1.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RENATA GOMES PIMENTEL PIMENTA,1.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RENATA NUNES DA COSTA,1.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ROGERIO PEREIRA,1.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SANDRO JOSE RODRIGUES,2.0
BRASIL,2024,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VICTOR GUITTI BONANDO,1.0
BRASIL,2024,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA BLB - A BOYS LOVE BRASIL COMPANY,1.0
BRASIL,2024,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,TRIA EDITORA,1.0
BRASIL,2024,ITALIANO,800 - LITERATURA Y RETÓRICA: GENERAL,CLUBE DE AUTORES,1.0
BRASIL,2024,ITALIANO,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO EDITORIAL RECORD,1.0
BRASIL,2024,ITALIANO,800 - LITERATURA Y RETÓRICA: GENERAL,VALQUIRIA KOVALEVICH,1.0
BRASIL,2024,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,100/CABECAS,1.0
BRASIL,2024,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,CEDIC DO BRASIL,3.0
BRASIL,2024,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA PEABIRU,1.0
BRASIL,2024,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,LUCAS PEREIRA DA SILVA,1.0
BRASIL,2024,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,MARCIA ZART,1.0
BRASIL,2024,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,NUMA EDITORA,1.0
BRASIL,2024,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,PAPEIS SELVAGENS EDICOES,2.0
BRASIL,2024,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,THIAGO HENRIQUE AVELINO CRUZ,1.0
BRASIL,2024,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,VOZES DO MUNDO COMUNICACOES LTDA,2.0
BRASIL,2024,PORTUGUÉS,810 - LITERATURA AMERICANA EN INGLÉS,GRUPO EDITORIAL FIVE,1.0
BRASIL,2024,PORTUGUÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,BIBLIOTECA AZUL,1.0
BRASIL,2024,PORTUGUÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA UPBOOKS,1.0
BRASIL,2024,PORTUGUÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA WISH,1.0
BRASIL,2024,PORTUGUÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GLOBO LIVROS,2.0
BRASIL,2024,PORTUGUÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GLOBOCLUBE,1.0
BRASIL,2024,PORTUGUÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,POESIA PELO MUNDO,1.0
